gene_id	ref_island	query_island	ref_chrom	ref_start	ref_end	query_chrom	query_start	query_end	n_cand	assigned	pair_type	diag_mmd	emb_sw	sw_raw	sw_norm	sw_aligned_ident	ident_levenshtein	kmer3_cos	kmer4_cos	dinuc_dist	len_ref	len_query	len_ratio	gc_ref	gc_query	gc_diff	has_N
U_ENSG00000099869.8	R0	Q0	chr11	2140796	2140947	chr7	142214368	142214616	2	True	assigned	0.0565	16.699115044247787	62.0	0.2052980132450331	0.5571428571428572	0.467741935483871	0.6968868297114127	0.4687462637451902	0.1874213799047975	151	248	0.6088709677419355	0.7417218543046358	0.6733870967741935	0.06833475753044227	False
U_ENSG00000099869.8	R0	Q1	chr11	2140796	2140947	chr7	142214888	142215096	2	False	within_locus_alt	0.0991	9.090817356205854	66.0	0.2185430463576159	0.5333333333333333	0.48557692307692313	0.6855776840698518	0.4612221731799095	0.18412807571046028	151	208	0.7259615384615384	0.7417218543046358	0.5817307692307693	0.1599910850738665	False
U_ENSG00000099869.8	R1	Q3	chr11	2147843	2148171	chr7	142221907	142222355	1	True	assigned	0.0214	45.728971962616825	173.0	0.26371951219512196	0.5936395759717314	0.4598214285714286	0.922493717411723	0.7915456192680714	0.06499216011102345	328	448	0.7321428571428571	0.6097560975609756	0.5602678571428571	0.0494882404181185	False
U_ENSG00000103472.11	R2	Q1	chr16	29312349	29312471	chr8	122723540	122724308	1	True	assigned	0.0236	41.37288135593221	208.0	0.8524590163934426	0.9016393442622951	0.15885416666666663	0.7519716499450153	0.5408010777694213	0.1381015474676674	122	768	0.15885416666666666	0.6311475409836066	0.55859375	0.07255379098360659	False
U_ENSG00000116652.7	R1	Q1	chr1	63548041	63548169	chr4	99753214	99753662	1	True	assigned	0.0484	19.66115702479339	111.0	0.43359375	0.6564885496183206	0.28125	0.8680111849758743	0.6371403842487967	0.10082834255304306	128	448	0.2857142857142857	0.515625	0.484375	0.03125	False
U_ENSG00000117242.7	R1	Q8	chr1	20645584	20645686	chr4	138044648	138044776	1	True	assigned	0.0806	11.406947890818858	127.0	0.6225490196078431	0.7524752475247525	0.640625	0.7828316766150195	0.48660391126431385	0.08777097951931524	102	128	0.796875	0.6274509803921569	0.6015625	0.025888480392156854	False
U_ENSG00000117242.7	R2	Q6	chr1	20648909	20649197	chr4	138042912	138043120	1	True	assigned	0.0171	57.47953216374269	256.0	0.6153846153846154	0.7607655502392344	0.5902777777777778	0.9098209350011959	0.7285321897135407	0.06777207122582118	288	208	0.7222222222222222	0.5868055555555556	0.5721153846153846	0.014690170940170999	False
U_ENSG00000117242.7	R3	Q5	chr1	20649949	20650237	chr4	138042152	138042640	1	True	assigned	0.0978	9.224948875255624	95.0	0.16493055555555555	0.5080385852090032	0.4508196721311475	0.8476335041739432	0.6042997442244419	0.07050268159199352	288	488	0.5901639344262295	0.5277777777777778	0.514344262295082	0.01343351548269578	False
U_ENSG00000117242.7	R4	Q4	chr1	20650429	20650717	chr4	138041592	138041800	1	True	assigned	0.0808	11.376237623762377	62.0	0.14903846153846154	0.4854368932038835	0.4756944444444444	0.7986369512698845	0.5148679473793728	0.10464668182870616	288	208	0.7222222222222222	0.5243055555555556	0.5384615384615384	0.014155982905982856	False
U_ENSG00000117242.7	R5	Q2	chr1	20651669	20651917	chr4	138039992	138040480	1	True	assigned	0.0768	12.020833333333334	71.0	0.1431451612903226	0.49615384615384617	0.40573770491803274	0.7012876119500007	0.4385000996756703	0.1391779829522979	248	488	0.5081967213114754	0.4274193548387097	0.5122950819672131	0.08487572712850339	False
