gene_id	ref_island	query_island	ref_chrom	ref_start	ref_end	query_chrom	query_start	query_end	n_cand	assigned	pair_type	diag_mmd	emb_sw	sw_raw	sw_norm	sw_aligned_ident	ident_levenshtein	kmer3_cos	kmer4_cos	dinuc_dist	len_ref	len_query	len_ratio	gc_ref	gc_query	gc_diff	has_N
U_ENSG00000082929.9	R1	Q1	chr4	5527387	5527582	chr6	103689052	103689300	1	True	assigned	0.026	37.46153846153846	162.0	0.4153846153846154	0.8260869565217391	0.45967741935483875	0.7752860741175935	0.5563938831165699	0.1378493564901594	195	248	0.7862903225806451	0.5025641025641026	0.4274193548387097	0.07514474772539287	False
U_ENSG00000099869.8	R0	Q3	chr11	2140796	2140947	chr29	49411854	49412342	1	True	assigned	0.0418	22.923444976076556	81.0	0.2682119205298013	0.5594405594405595	0.2991803278688525	0.8578385033980548	0.7116390291078881	0.1243561619821479	151	488	0.3094262295081967	0.7417218543046358	0.7725409836065574	0.030819129301921655	False
U_ENSG00000099869.8	R1	Q1	chr11	2147843	2148171	chr29	49404889	49405017	1	True	assigned	0.0434	22.04147465437788	106.0	0.4140625	0.6290322580645161	0.3567073170731707	0.8742925401407803	0.7128432709902922	0.08839744132717037	328	128	0.3902439024390244	0.6097560975609756	0.6796875	0.0699314024390244	False
U_ENSG00000103472.11	R2	Q0	chr16	29312349	29312471	chr18	13425002	13425730	1	True	assigned	0.0208	47.07692307692308	223.0	0.9139344262295082	0.9426229508196722	0.16758241758241754	0.8234346589839395	0.6316492739502947	0.11143685279897968	122	728	0.16758241758241757	0.6311475409836066	0.657967032967033	0.02681949198342637	False
U_ENSG00000116652.7	R0	Q0	chr1	63547561	63547689	chr3	82024373	82024821	1	True	assigned	0.0273	35.63003663003663	151.0	0.58984375	0.7441860465116279	0.2790178571428571	0.7839406640454994	0.5693693693693693	0.11744562711972224	128	448	0.2857142857142857	0.3515625	0.49107142857142855	0.13950892857142855	False
U_ENSG00000117242.7	R1	Q6	chr1	20645584	20645686	chr2	131992934	131993182	1	True	assigned	0.0719	12.908205841446453	100.0	0.49019607843137253	0.75	0.3588709677419355	0.8116079782353818	0.4987370715138284	0.10823643880264014	102	248	0.4112903225806452	0.6274509803921569	0.5685483870967742	0.05890259329538261	False
U_ENSG00000117242.7	R2	Q4	chr1	20648909	20649197	chr2	131988735	131989023	1	True	assigned	0.0112	88.28571428571429	390.0	0.6770833333333334	0.8122743682310469	0.7638888888888888	0.9385103251615203	0.8062820227180804	0.04569643570942161	288	288	1.0	0.5868055555555556	0.6111111111111112	0.02430555555555558	False
U_ENSG00000117242.7	R4	Q2	chr1	20650429	20650717	chr2	131987575	131987703	1	True	assigned	0.0309	31.362459546925564	202.0	0.7890625	0.859375	0.4027777777777778	0.8653875675404268	0.6600903086441899	0.08040341753135127	288	128	0.4444444444444444	0.5243055555555556	0.5546875	0.03038194444444442	False
U_ENSG00000124915.11	R0	Q1	chr11	61746653	61746901	chr29	40190787	40191035	1	True	assigned	0.0122	80.96721311475409	335.0	0.6754032258064516	0.831275720164609	0.7338709677419355	0.9584411506291077	0.8803112632283286	0.04088868396098007	248	248	1.0	0.5806451612903226	0.6169354838709677	0.03629032258064513	False
U_ENSG00000125462.21	R0	Q0	chr1	156429437	156429548	chr3	14401107	14401395	1	True	assigned	0.0278	34.97122302158274	175.0	0.7882882882882883	0.967391304347826	0.35763888888888884	0.7710906694556304	0.6278397246247635	0.13051316042065209	111	288	0.3854166666666667	0.5225225225225225	0.5972222222222222	0.0746996996996997	False
U_ENSG00000128254.17	R0	Q0	chr22	31927098	31927298	chr17	70489390	70490238	1	True	assigned	0.0125	79.0	343.0	0.8575	0.9154228855721394	0.23584905660377353	0.8922928330274557	0.7275526090330485	0.07939442539500381	200	848	0.2358490566037736	0.555	0.5212264150943396	0.0337735849056604	False
U_ENSG00000128254.17	R1	Q1	chr22	31928242	31928370	chr17	70490430	70490758	1	True	assigned	0.0282	34.46099290780142	125.0	0.48828125	0.6929133858267716	0.3567073170731707	0.6787674132091513	0.442673355951735	0.15689334773602526	128	328	0.3902439024390244	0.4921875	0.5853658536585366	0.09317835365853655	False
U_ENSG00000130600.23	R0	Q3	chr11	1995274	1995482	chr29	49512949	49513237	1	True	assigned	0.0332	29.12048192771084	129.0	0.31009615384615385	0.6067961165048543	0.48611111111111116	0.8353902934339419	0.6263551499002256	0.06742415841776776	208	288	0.7222222222222222	0.6490384615384616	0.6319444444444444	0.017094017094017144	False
U_ENSG00000130600.23	R3	Q2	chr11	1997274	1997562	chr29	49511149	49511317	1	True	assigned	0.0273	35.63003663003663	186.0	0.5535714285714286	0.7396449704142012	0.48958333333333337	0.8594637511533518	0.7240119164251142	0.10774046438916357	288	168	0.5833333333333334	0.6458333333333334	0.6904761904761905	0.044642857142857095	False
U_ENSG00000136315.7	R0	Q1	chr14	20919656	20919824	chr10	26194401	26195691	1	True	assigned	0.0734	12.623978201634877	146.0	0.43452380952380953	0.6477987421383647	0.13023255813953494	0.8318515327009445	0.5942503246923809	0.07457667527097685	168	1290	0.13023255813953488	0.5	0.49767441860465117	0.0023255813953488302	False
U_ENSG00000145063.16	R0	Q4	chr2	11120780	11120962	chr11	86656152	86656440	1	True	assigned	0.0917	9.905125408942203	57.0	0.1565934065934066	0.495	0.4618055555555556	0.7854123099762419	0.5135736088947273	0.07593532398386382	182	288	0.6319444444444444	0.5659340659340659	0.5798611111111112	0.013927045177045239	False
U_ENSG00000146049.2	R0	Q1	chr6	24357862	24358150	chr23	33335203	33335651	1	True	assigned	0.023	42.47826086956522	216.0	0.375	0.664	0.4620535714285714	0.7658189355901022	0.5510276187740617	0.13656065295036754	288	448	0.6428571428571429	0.5902777777777778	0.6986607142857143	0.10838293650793651	False
U_ENSG00000151303.13	R0	Q1	chr10	86993414	86993552	chr28	13200335	13200703	1	True	assigned	0.0286	33.96503496503497	219.0	0.7934782608695652	0.8623188405797102	0.3559782608695652	0.8150916201166045	0.6190867765587466	0.09336059876215969	138	368	0.375	0.5072463768115942	0.4157608695652174	0.09148550724637683	False
U_ENSG00000151303.13	R2	Q6	chr10	87008368	87008576	chr28	41586933	41587301	1	True	assigned	0.096	9.416666666666666	69.0	0.1658653846153846	0.4801980198019802	0.44836956521739135	0.8477239371501925	0.6181424898762324	0.08813685318910854	208	368	0.5652173913043478	0.5	0.5489130434782609	0.048913043478260865	False
U_ENSG00000151303.13	R4	Q10	chr10	87009368	87009976	chr2	96018915	96019203	2	True	assigned	0.0898	10.135857461024498	128.0	0.2222222222222222	0.5405405405405406	0.4029605263157895	0.8158651312722848	0.5902993893878478	0.10558288395255673	608	288	0.47368421052631576	0.5805921052631579	0.5243055555555556	0.056286549707602274	False
U_ENSG00000151303.13	R4	Q11	chr10	87009368	87009976	chr2	96019275	96019803	2	False	within_locus_alt	0.0905	10.049723756906078	149.0	0.14109848484848486	0.4913194444444444	0.5016447368421053	0.8581120548895717	0.672482767559078	0.10463426418881193	608	528	0.868421052631579	0.5805921052631579	0.49242424242424243	0.08816786283891542	False
U_ENSG00000152931.10	R1	Q1	chr5	60547173	60547781	chr20	18685469	18686157	1	True	assigned	0.0217	45.08294930875576	205.0	0.16858552631578946	0.5240549828178694	0.46220930232558144	0.8845411449416499	0.7128393377716574	0.06599192336429056	608	688	0.8837209302325582	0.4769736842105263	0.5058139534883721	0.028840269277845776	False
U_ENSG00000152931.10	R2	Q0	chr5	60548453	60548661	chr20	18685069	18685357	1	True	assigned	0.0543	17.41620626151013	62.0	0.14903846153846154	0.49	0.48611111111111116	0.8428264425906083	0.5605447418996684	0.07185685497988029	208	288	0.7222222222222222	0.4807692307692308	0.4201388888888889	0.06063034188034189	False
U_ENSG00000153363.16	R3	Q10	chr1	211433549	211434117	chr16	71983645	71983973	1	True	assigned	0.0241	40.49377593360996	92.0	0.1402439024390244	0.4897360703812317	0.42781690140845074	0.7677864671074066	0.5186117163409687	0.10754003143453085	568	328	0.5774647887323944	0.4507042253521127	0.5487804878048781	0.0980762624527654	False
U_ENSG00000153363.16	R4	Q3	chr1	211434549	211435037	chr16	71979045	71979493	1	True	assigned	0.0272	35.76470588235294	122.0	0.13616071428571427	0.48358862144420134	0.48360655737704916	0.8619152781876872	0.6486758485139136	0.0758445618465682	488	448	0.9180327868852459	0.4180327868852459	0.4642857142857143	0.04625292740046838	False
U_ENSG00000157306.15	R1	Q9	chr14	23513348	23513626	chr10	21431186	21431994	1	True	assigned	0.0098	101.04081632653062	433.0	0.7787769784172662	0.8669064748201439	0.3267326732673267	0.8395655920659154	0.721941850003433	0.12368594363503203	278	808	0.34405940594059403	0.5683453237410072	0.6287128712871287	0.0603675475461215	False
U_ENSG00000157306.15	R2	Q8	chr14	23514018	23514306	chr10	21430706	21430994	1	True	assigned	0.0184	53.34782608695652	242.0	0.4201388888888889	0.7320574162679426	0.5	0.8862992597066125	0.7076628909482447	0.08260118181971914	288	288	1.0	0.5520833333333334	0.59375	0.04166666666666663	False
U_ENSG00000157306.15	R3	Q7	chr14	23514338	23514553	chr10	21430346	21430594	1	True	assigned	0.0141	69.92198581560284	310.0	0.7209302325581395	0.8341013824884793	0.7258064516129032	0.9136363102265614	0.7669055050013268	0.07436149597422272	215	248	0.8669354838709677	0.5488372093023256	0.6169354838709677	0.06809827456864215	False
U_ENSG00000157306.15	R6	Q4	chr14	23543765	23544093	chr10	21403073	21403401	1	True	assigned	0.0828	11.077294685990339	82.0	0.125	0.4916387959866221	0.46341463414634143	0.8323870530823481	0.5744159491874815	0.09375969245722257	328	328	1.0	0.4481707317073171	0.47865853658536583	0.030487804878048752	False
U_ENSG00000157306.15	R8	Q1	chr14	23558694	23558911	chr10	21390113	21390681	1	True	assigned	0.0225	43.44444444444444	201.0	0.4631336405529954	0.7607361963190185	0.346830985915493	0.8445031280068839	0.6635938009774852	0.08508043720313893	217	568	0.38204225352112675	0.576036866359447	0.5686619718309859	0.007374894528461073	False
U_ENSG00000157306.15	R9	Q0	chr14	23559023	23559551	chr10	21389633	21389961	1	True	assigned	0.0084	118.04761904761905	530.0	0.8079268292682927	0.879154078549849	0.5833333333333333	0.9498230327789783	0.8515104110835674	0.042530424192536394	528	328	0.6212121212121212	0.5208333333333334	0.5487804878048781	0.027947154471544722	False
U_ENSG00000162888.4	R0	Q1	chr1	206492348	206492636	chr16	4279955	4280443	1	True	assigned	0.065	14.384615384615383	111.0	0.19270833333333334	0.5187713310580204	0.4713114754098361	0.8472822064806287	0.677537832326678	0.08722387620297627	288	488	0.5901639344262295	0.5069444444444444	0.5512295081967213	0.04428506375227692	False
U_ENSG00000162888.4	R1	Q2	chr1	206492708	206492956	chr16	4280635	4280883	1	True	assigned	0.0605	15.528925619834713	76.0	0.1532258064516129	0.5353535353535354	0.47580645161290325	0.8667209459057068	0.5682142646301368	0.06798726973176787	248	248	1.0	0.6330645161290323	0.6048387096774194	0.028225806451612878	False
U_ENSG00000163081.4	R0	Q0	chr2	222304878	222305046	chr2	110476556	110477873	1	True	assigned	0.0268	36.3134328358209	158.0	0.47023809523809523	0.7051282051282052	0.12756264236902048	0.8219568745211439	0.6170833071928639	0.10766466734894764	168	1317	0.1275626423690205	0.5059523809523809	0.5011389521640092	0.004813428788371765	False
U_ENSG00000163364.13	R0	Q4	chr2	176611692	176611980	chr2	20282395	20282643	1	True	assigned	0.0187	52.475935828877	233.0	0.46975806451612906	0.7201834862385321	0.4756944444444444	0.8522694293002318	0.661169415292354	0.08174761205676705	288	248	0.8611111111111112	0.5243055555555556	0.5725806451612904	0.04827508960573479	False
U_ENSG00000163364.13	R2	Q2	chr2	176613132	176613260	chr2	20280635	20281283	1	True	assigned	0.0589	15.97792869269949	122.0	0.4765625	0.7894736842105263	0.19753086419753085	0.7907743561668612	0.5913240948591357	0.12379239932004753	128	648	0.19753086419753085	0.375	0.4737654320987654	0.09876543209876543	False
U_ENSG00000163597.18	R0	Q8	chr17	76557808	76558296	chr19	55198503	55198951	1	True	assigned	0.0227	43.052863436123346	234.0	0.2611607142857143	0.6506849315068494	0.4672131147540983	0.9046722438965875	0.7409752544165645	0.06256124174769057	488	448	0.9180327868852459	0.5532786885245902	0.5848214285714286	0.031542740046838436	False
U_ENSG00000163597.18	R4	Q3	chr17	76561302	76561398	chr19	55195583	55196071	1	True	assigned	0.0904	10.061946902654867	63.0	0.328125	0.6195652173913043	0.19672131147540983	0.7912979120662765	0.5004413243554146	0.08294546253108823	96	488	0.19672131147540983	0.5416666666666666	0.4979508196721312	0.04371584699453546	False
U_ENSG00000163597.18	R5	Q2	chr17	76613917	76614005	chr19	55146987	55147635	1	True	assigned	0.0723	12.831258644536652	36.0	0.20454545454545456	0.5172413793103449	0.13580246913580252	0.7367691484633166	0.4319446334164996	0.10952955418977947	88	648	0.13580246913580246	0.4659090909090909	0.4845679012345679	0.018658810325477004	False
U_ENSG00000163915.7	R0	Q2	chr3	185722377	185722533	chr1	81505008	81505176	1	True	assigned	0.0393	24.44529262086514	148.0	0.47435897435897434	0.7364341085271318	0.45238095238095233	0.7992435940191484	0.5647928354754281	0.10692918643149177	156	168	0.9285714285714286	0.41025641025641024	0.49404761904761907	0.08379120879120883	False
U_ENSG00000163915.7	R1	Q1	chr3	185724432	185724604	chr1	81503043	81503291	1	True	assigned	0.0277	35.101083032490976	160.0	0.46511627906976744	0.6727272727272727	0.4717741935483871	0.846595521552616	0.5596570878949798	0.05312714850722312	172	248	0.6935483870967742	0.4418604651162791	0.46774193548387094	0.025881470367591863	False
U_ENSG00000166917.12	R0	Q1	chr10	133247892	133248080	chr26	25761160	25761448	1	True	assigned	0.0213	45.948356807511736	191.0	0.5079787234042553	0.6989795918367347	0.5381944444444444	0.8983163742722414	0.7368521150447199	0.0689979184265789	188	288	0.6527777777777778	0.6914893617021277	0.7604166666666666	0.06892730496453892	False
U_ENSG00000167046.4	R0	Q2	chr20	62640872	62641120	chr13	54697528	54697776	1	True	assigned	0.0499	19.04008016032064	142.0	0.2862903225806452	0.5725806451612904	0.5201612903225806	0.867865273376305	0.6672352698767919	0.07745395331865988	248	248	1.0	0.6008064516129032	0.5564516129032258	0.04435483870967749	False
U_ENSG00000167046.4	R2	Q1	chr20	62641832	62642280	chr13	54695408	54696856	1	True	assigned	0.022	44.45454545454546	241.0	0.2689732142857143	0.5430210325047801	0.30110497237569056	0.9591137652018459	0.8634427741404231	0.043361824302480104	448	1448	0.30939226519337015	0.703125	0.6595303867403315	0.04359461325966851	False
U_ENSG00000167046.4	R3	Q0	chr20	62643098	62643266	chr13	54694968	54695296	1	True	assigned	0.0353	27.328611898016998	111.0	0.33035714285714285	0.5964912280701754	0.4390243902439024	0.9244681185763126	0.7590542050473912	0.06016940850249512	168	328	0.5121951219512195	0.7440476190476191	0.7073170731707317	0.0367305458768874	False
U_ENSG00000168367.12	R0	Q1	chr16	86332270	86332598	chr18	12171590	12171998	2	True	assigned	0.0544	17.38235294117647	92.0	0.1402439024390244	0.48441926345609065	0.4950980392156863	0.8594295948389016	0.6074363469949733	0.07606992708066297	328	408	0.803921568627451	0.5579268292682927	0.5514705882352942	0.0064562410329985775	False
U_ENSG00000168367.12	R0	Q2	chr16	86332270	86332598	chr18	12172390	12173638	2	False	within_locus_alt	0.0574	16.421602787456447	129.0	0.19664634146341464	0.5419161676646707	0.2620192307692307	0.9162332856805453	0.7529422551957706	0.0517714409653223	328	1248	0.26282051282051283	0.5579268292682927	0.5665064102564102	0.008579580988117508	False
U_ENSG00000170919.17	R0	Q0	chr13	45375534	45376022	chr12	15511310	15512038	1	True	assigned	0.0286	33.96503496503497	132.0	0.13524590163934427	0.49193548387096775	0.47939560439560436	0.8675573506679802	0.6646106350041456	0.07640592778834535	488	728	0.6703296703296703	0.4959016393442623	0.5494505494505495	0.053548910106287206	False
U_ENSG00000170919.17	R1	Q1	chr13	45376134	45376702	chr12	15512430	15512878	1	True	assigned	0.0258	37.75968992248062	115.0	0.12834821428571427	0.49195402298850577	0.4735915492957746	0.8783759188783407	0.7141869600879077	0.08521222955550863	568	448	0.7887323943661971	0.5088028169014085	0.45982142857142855	0.04898138832997995	False
U_ENSG00000170919.17	R6	Q2	chr13	45388424	45389032	chr12	15513230	15513638	1	True	assigned	0.0256	38.0625	128.0	0.1568627450980392	0.4940898345153664	0.46875	0.9056747677112718	0.738350914464669	0.05032112309052735	608	408	0.6710526315789473	0.49506578947368424	0.47549019607843135	0.019575593395252888	False
U_ENSG00000170919.17	R7	Q3	chr13	45389144	45389432	chr12	15567842	15568090	1	True	assigned	0.0992	9.080645161290322	66.0	0.13306451612903225	0.49523809523809526	0.45833333333333337	0.8320510687338717	0.6229596976967465	0.08180633699569935	288	248	0.8611111111111112	0.3854166666666667	0.4596774193548387	0.074260752688172	False
U_ENSG00000170983.4	R1	Q1	chr8	11578369	11578629	chr8	7813242	7813610	1	True	assigned	0.0507	18.72386587771203	122.0	0.23461538461538461	0.7659574468085106	0.4782608695652174	0.811732434760625	0.5904494769283402	0.11469156938694026	260	368	0.7065217391304348	0.5692307692307692	0.42934782608695654	0.13988294314381267	False
U_ENSG00000171889.8	R0	Q25	chr9	21403319	21403468	chr8	23066318	23066646	1	True	assigned	0.0417	22.980815347721823	143.0	0.4798657718120805	0.6853146853146853	0.39939024390243905	0.8703419944763544	0.6371891015368345	0.05689078436074938	149	328	0.45426829268292684	0.5033557046979866	0.5	0.003355704697986628	False
U_ENSG00000171889.8	R1	Q6	chr9	21420418	21420666	chr8	22763188	22763356	1	True	assigned	0.063	14.873015873015873	68.0	0.20238095238095238	0.5714285714285714	0.5120967741935484	0.8730895911172317	0.5942111461794419	0.07567005615450606	248	168	0.6774193548387096	0.5887096774193549	0.5892857142857143	0.0005760368663594306	False
